idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,3,14.87,0,1,20,0,14.87
2,6,0,0,16.02,0,0,20,0,16.02
3,1,0,2,12.65,0,1,20,0,12.65
4,1,0,4,15.02,0,1,20,0,15.02
5,6,0,1,21.56,0,1,20,0,21.56
6,1,0,0,6.39,0,0,20,0,6.39
7,1,0,1,9.02,0,1,20,0,9.02
8,2,0,0,19.53,1,0,20,0,19.53
9,2,0,1,20.15,2,0,20,0,20.15
10,2,0,2,22.79,3,0,20,0,22.79
11,3,0,0,14.27,4,0,20,0,14.27
12,3,0,1,14.73,5,0,20,0,14.73
13,3,0,2,18.52,6,0,20,0,18.52
14,3,0,3,21.98,7,0,20,0,21.98
15,4,0,0,14.49,8,0,20,0,14.49
16,5,0,0,7.5,9,0,20,0,7.5
17,2,0,3,23.09,10,0,20,0,23.09
18,5,0,1,9.43,11,0,20,0,9.43
19,6,0,2,21.67,12,0,20,0,21.67
20,4,0,1,16.05,13,0,20,0,16.05
21,4,0,2,16.6,14,0,20,0,16.6
22,5,0,2,12.46,15,0,20,0,12.46
23,4,0,3,19.02,16,0,20,0,19.02
24,4,0,4,21.18,17,0,20,0,21.18
25,5,0,3,5.08,18,0,20,0,5.08
