idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,17.23,0,0,20,0,17.23
2,5,0,0,6.55,0,0,20,0,6.55
3,2,0,1,6.99,0,0,20,0,6.99
4,3,0,0,7.3,0,0,20,0,7.3
5,2,0,2,23.51,0,0,20,0,23.51
6,2,0,3,21.15,0,0,20,0,21.15
7,3,0,1,18.57,0,0,20,0,18.57
8,5,0,1,11.0,1,0,20,0,11.0
9,1,0,0,13.78,2,0,20,0,13.78
10,1,0,1,14.89,3,0,20,0,14.89
11,4,0,0,10.55,4,0,20,0,10.55
12,5,0,2,13.24,5,0,20,0,13.24
13,3,0,2,19.15,6,0,20,0,19.15
14,1,0,2,16.54,7,0,20,0,16.54
15,4,0,1,10.62,8,0,20,0,10.62
16,6,0,0,7.53,9,0,20,0,7.53
17,1,0,3,17.4,10,0,20,0,17.4
18,6,0,1,6.19,11,0,20,0,6.19
19,5,0,3,13.5,12,0,20,0,13.5
20,4,0,2,12.98,13,0,20,0,12.98
21,3,0,3,19.78,14,0,20,0,19.78
22,3,0,4,19.83,15,0,20,0,19.83
23,6,0,2,7.66,16,0,20,0,7.66
24,6,0,3,11.86,17,0,20,0,11.86
25,6,0,4,5.08,18,0,20,0,5.08
