idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,13.97,0,0,20,0,13.97
2,5,0,0,20.79,0,0,20,0,20.79
3,5,0,3,22.9,0,1,20,0,22.9
4,1,0,1,14.01,0,2,20,0,14.01
5,5,0,1,22.82,0,0,20,0,22.82
6,5,0,2,21.11,0,0,20,0,21.11
7,2,0,0,10.05,0,1,20,0,10.05
8,3,0,0,6.15,1,0,20,0,6.15
9,1,0,2,14.27,2,0,20,0,14.27
10,2,0,1,20.32,3,0,20,0,20.32
11,2,0,2,22.93,4,0,20,0,22.93
12,1,0,3,22.24,5,0,20,0,22.24
13,3,0,1,16.52,6,0,20,0,16.52
14,4,0,0,13.66,7,0,20,0,13.66
15,6,0,0,8.47,8,0,20,0,8.47
16,3,0,2,18.83,9,0,20,0,18.83
17,4,0,1,14.97,10,0,20,0,14.97
18,6,0,1,7.43,11,0,20,0,7.43
19,6,0,2,12.27,12,0,20,0,12.27
20,3,0,3,19.42,13,0,20,0,19.42
21,4,0,2,17.25,14,0,20,0,17.25
22,3,0,4,21.45,15,0,20,0,21.45
23,6,0,3,13.99,16,0,20,0,13.99
24,6,0,4,15.87,17,0,20,0,15.87
25,4,0,3,11.04,18,0,20,0,11.04
