idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,7.77,0,0,20,0,7.77
2,1,0,0,10.55,0,0,20,0,10.55
3,5,0,4,16.27,0,1,20,0,16.27
4,1,0,1,16.99,0,0,20,0,16.99
5,1,0,2,17.06,0,1,20,0,17.06
6,5,0,0,12.52,0,0,20,0,12.52
7,5,0,3,11.11,0,1,20,0,11.11
8,5,0,1,8.17,0,0,20,0,8.17
9,1,0,3,22.54,0,1,20,0,22.54
10,5,0,2,5.09,0,0,20,0,5.09
11,2,0,1,14.1,1,0,20,0,14.1
12,2,0,2,16.09,2,0,20,0,16.09
13,3,0,0,6.08,3,0,20,0,6.08
14,3,0,1,14.19,4,0,20,0,14.19
15,2,0,3,17.55,5,0,20,0,17.55
16,2,0,4,20.83,6,0,20,0,20.83
17,4,0,0,10.82,7,0,20,0,10.82
18,6,0,0,7.4,8,0,20,0,7.4
19,6,0,1,5.18,9,0,20,0,5.18
20,4,0,1,13.43,10,0,20,0,13.43
21,3,0,2,22.15,11,0,20,0,22.15
22,6,0,2,7.25,12,0,20,0,7.25
23,4,0,2,17.44,13,0,20,0,17.44
24,6,0,3,8.9,14,0,20,0,8.9
25,6,0,4,9.13,15,0,20,0,9.13
26,4,0,3,21.77,16,0,20,0,21.77
27,4,0,4,11.03,17,0,20,0,11.03
