idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,3,22.3,0,1,20,0,22.3
2,4,0,1,12.02,0,1,20,0,12.02
3,1,0,2,21.93,0,1,20,0,21.93
4,5,0,0,12.44,0,0,20,0,12.44
5,5,0,1,14.67,0,1,20,0,14.67
6,1,0,0,19.52,0,0,20,0,19.52
7,4,0,0,5.15,0,0,20,0,5.15
8,5,0,2,16.72,0,1,20,0,16.72
9,1,0,1,20.96,0,0,20,0,20.96
10,5,0,3,19.12,0,1,20,0,19.12
11,2,0,0,10.16,1,0,20,0,10.16
12,4,0,2,19.28,2,0,20,0,19.28
13,3,0,0,5.5,3,0,20,0,5.5
14,4,0,3,21.46,4,0,20,0,21.46
15,2,0,1,14.13,5,0,20,0,14.13
16,3,0,1,10.08,6,0,20,0,10.08
17,2,0,2,15.97,7,0,20,0,15.97
18,6,0,0,8.87,8,0,20,0,8.87
19,3,0,2,15.36,9,0,20,0,15.36
20,5,0,4,20.33,10,0,20,0,20.33
21,6,0,1,11.09,11,0,20,0,11.09
22,2,0,3,16.81,12,0,20,0,16.81
23,2,0,4,18.91,13,0,20,0,18.91
24,6,0,2,9.86,14,0,20,0,9.86
25,3,0,3,20.58,15,0,20,0,20.58
26,3,0,4,20.88,16,0,20,0,20.88
27,6,0,3,6.41,17,0,20,0,6.41
