idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,1,16.1,0,0,1,20
2,1,0,0,5.82,0,0,0,20
3,2,0,3,17.27,0,0,1,20
4,2,0,0,10.6,0,0,0,20
5,2,0,2,16.84,0,0,1,20
6,6,0,0,17.29,1,0,0,20
7,1,0,1,16.97,2,0,0,20
8,5,0,0,14.41,3,0,0,20
9,6,0,1,19.13,4,0,0,20
10,6,0,2,21.81,5,0,0,20
11,3,0,0,13.22,6,0,0,20
12,4,0,0,11.15,7,0,0,20
13,5,0,1,17.58,8,0,0,20
14,6,0,3,21.4,9,0,0,20
15,3,0,1,15.9,10,0,0,20
16,5,0,2,20.69,11,0,0,20
17,3,0,2,11.42,12,0,0,20
18,5,0,3,21.06,13,0,0,20
19,2,0,4,17.29,14,0,0,20
20,4,0,1,7.76,15,0,0,20
21,5,0,4,22.01,16,0,0,20
22,4,0,2,6.22,17,0,0,20
23,6,0,4,23.41,18,0,0,20
24,1,0,2,23.25,19,0,0,20
25,4,0,3,6.69,20,0,0,20
