idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,1,9.93,0,0,1,20
2,3,0,4,23.95,0,0,1,20
3,3,0,2,12.98,0,0,1,20
4,3,0,0,5.82,0,0,0,20
5,3,0,3,13.64,0,0,1,20
6,1,0,0,13.49,1,0,0,20
7,1,0,1,17.29,2,0,0,20
8,4,0,0,18.71,3,0,0,20
9,4,0,1,18.24,4,0,0,20
10,2,0,0,9.69,5,0,0,20
11,5,0,0,7.64,6,0,0,20
12,4,0,2,22.81,7,0,0,20
13,5,0,1,23.96,8,0,0,20
14,6,0,0,6.36,9,0,0,20
15,1,0,2,20.81,10,0,0,20
16,4,0,3,22.88,11,0,0,20
17,2,0,1,18.87,12,0,0,20
18,6,0,1,18.39,13,0,0,20
19,6,0,2,8.26,14,0,0,20
20,6,0,3,11.48,15,0,0,20
