idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,10.32,0,0,0,20
2,1,0,2,15.44,0,0,1,20
3,1,0,1,15.02,0,0,1,20
4,1,0,3,23.95,0,0,1,20
5,1,0,0,5.87,0,0,0,20
6,4,0,1,19.39,1,0,0,20
7,5,0,0,12.68,2,0,0,20
8,2,0,0,12.62,3,0,0,20
9,2,0,1,6.55,4,0,0,20
10,5,0,1,14.61,5,0,0,20
11,2,0,2,8.3,6,0,0,20
12,3,0,0,7.7,7,0,0,20
13,5,0,2,15.48,8,0,0,20
14,6,0,0,16.7,9,0,0,20
15,6,0,1,17.38,10,0,0,20
16,4,0,2,19.93,11,0,0,20
17,6,0,2,19.08,12,0,0,20
18,3,0,1,12.7,13,0,0,20
19,2,0,3,12.8,14,0,0,20
20,3,0,2,6.09,15,0,0,20
