idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,2,15.39,0,0,1,20
2,4,0,0,13.77,0,0,0,20
3,1,0,0,11.88,0,0,0,20
4,1,0,1,13.85,0,0,0,20
5,1,0,3,18.81,0,0,1,20
6,4,0,1,21.18,1,0,0,20
7,2,0,0,7.07,2,0,0,20
8,2,0,1,5.27,3,0,0,20
9,2,0,2,16.6,4,0,0,20
10,6,0,0,18.66,5,0,0,20
11,5,0,0,11.33,6,0,0,20
12,3,0,0,11.16,7,0,0,20
13,3,0,1,6.64,8,0,0,20
14,2,0,3,6.27,9,0,0,20
15,2,0,4,5.58,10,0,0,20
16,4,0,2,22.06,11,0,0,20
17,3,0,2,5.82,12,0,0,20
18,3,0,3,13.16,13,0,0,20
19,5,0,1,7.72,14,0,0,20
20,6,0,1,22.82,15,0,0,20
