idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,17.58,0,0,0,20
2,6,0,1,6.76,0,0,0,20
3,1,0,0,9.89,0,0,0,20
4,1,0,3,17.94,0,0,1,20
5,1,0,4,18.53,0,0,1,20
6,6,0,2,14.37,0,0,0,20
7,6,0,3,19.7,0,0,0,20
8,1,0,2,17.0,0,0,1,20
9,6,0,4,20.64,0,0,0,20
10,1,0,1,14.79,0,0,0,20
11,2,0,0,17.07,1,0,0,20
12,2,0,1,20.54,2,0,0,20
13,3,0,0,14.12,3,0,0,20
14,5,0,0,18.42,4,0,0,20
15,3,0,1,17.67,5,0,0,20
16,4,0,0,9.83,6,0,0,20
17,2,0,2,12.04,7,0,0,20
18,2,0,3,17.43,8,0,0,20
19,4,0,1,11.76,9,0,0,20
20,4,0,2,11.61,10,0,0,20
21,3,0,2,15.38,11,0,0,20
22,4,0,3,7.29,12,0,0,20
23,4,0,4,12.04,13,0,0,20
