idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,6.03,0,0,20,0,6.03
2,3,0,3,19.46,0,1,20,0,19.46
3,3,0,0,12.03,0,0,20,0,12.03
4,4,0,0,22.2,0,0,20,0,22.2
5,2,0,3,8.08,0,1,20,0,8.08
6,3,0,1,11.67,0,0,20,0,11.67
7,4,0,1,23.23,0,0,20,0,23.23
8,2,0,2,7.01,0,1,20,0,7.01
9,3,0,2,13.76,0,1,20,0,13.76
10,2,0,1,6.25,0,1,20,0,6.25
11,2,0,4,11.23,1,0,20,0,11.23
12,1,0,0,7.4,2,0,20,0,7.4
13,1,0,1,18.47,3,0,20,0,18.47
14,5,0,0,10.45,4,0,20,0,10.45
15,5,0,1,15.55,5,0,20,0,15.55
16,6,0,0,9.98,6,0,20,0,9.98
17,6,0,1,5.91,7,0,20,0,5.91
18,6,0,2,7.26,8,0,20,0,7.26
19,6,0,3,5.21,9,0,20,0,5.21
20,5,0,2,7.56,10,0,20,0,7.56
21,3,0,4,20.3,11,0,20,0,20.3
22,5,0,3,15.68,12,0,20,0,15.68
23,6,0,4,5.36,13,0,20,0,5.36
