idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,5.3,2,205.3,0,0,20
2,5,0,4,14.88,2,214.88,0,1,20
3,1,0,1,16.38,3,316.38,0,0,20
4,5,0,2,18.96,1,118.96000000000001,0,1,20
5,3,0,0,19.04,0,19.04,0,0,20
6,5,0,3,13.95,2,213.95,0,1,20
7,3,0,1,9.18,1,109.18,0,1,20
8,5,0,1,7.33,1,107.33,0,1,20
9,5,0,0,15.63,0,15.63,0,0,20
10,1,0,2,20.88,3,320.88,0,1,20
11,2,0,0,8.97,1,108.97,1,0,20
12,4,0,0,7.08,0,7.08,2,0,20
13,4,0,1,9.99,0,9.99,3,0,20
14,3,0,2,14.4,2,214.4,4,0,20
15,4,0,2,6.21,1,106.21,5,0,20
16,6,0,0,6.43,0,6.43,6,0,20
17,3,0,3,16.24,3,316.24,7,0,20
18,2,0,1,11.11,3,311.11,8,0,20
19,6,0,1,9.4,0,9.4,9,0,20
20,4,0,3,8.38,3,308.38,10,0,20
