idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,1,16.24,1,116.24,0,1,20
2,4,0,4,23.98,0,23.98,0,1,20
3,3,0,2,5.07,3,305.07,0,1,20
4,4,0,3,16.77,0,16.77,0,1,20
5,3,0,3,9.93,3,309.93,0,1,20
6,4,0,0,13.23,2,213.23,0,0,20
7,4,0,2,8.71,0,8.71,0,1,20
8,3,0,4,19.63,3,319.63,0,1,20
9,4,0,1,8.34,0,8.34,0,0,20
10,3,0,0,5.6,1,105.6,0,1,20
11,1,0,0,18.4,0,18.4,1,0,20
12,1,0,1,21.84,2,221.84,2,0,20
13,2,0,0,9.13,2,209.13,3,0,20
14,5,0,0,23.76,1,123.76,4,0,20
15,1,0,2,20.47,3,320.47,5,0,20
16,6,0,0,23.92,0,23.92,6,0,20
17,6,0,1,21.86,0,21.86,7,0,20
18,2,0,1,20.05,2,220.05,8,0,20
19,2,0,2,13.09,3,313.09,9,0,20
20,6,0,2,24.0,0,24.0,10,0,20
