idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,20.15,2,220.15,0,0,20
2,3,0,0,5.04,1,105.04,0,0,20
3,6,0,2,14.29,1,114.28999999999999,0,1,20
4,6,0,0,15.26,2,215.26,0,0,20
5,4,0,1,9.49,3,309.49,0,0,20
6,6,0,1,12.84,1,112.84,0,0,20
7,3,0,1,7.25,1,107.25,0,1,20
8,6,0,3,10.3,2,210.3,0,1,20
9,4,0,2,12.5,3,312.5,0,0,20
10,4,0,3,21.58,3,321.58,0,1,20
11,1,0,0,18.91,0,18.91,1,0,20
12,3,0,2,21.53,1,121.53,2,0,20
13,3,0,3,6.13,2,206.13,3,0,20
14,3,0,4,20.84,2,220.84,4,0,20
15,1,0,1,16.87,3,316.87,5,0,20
16,2,0,0,8.1,0,8.1,6,0,20
17,2,0,1,22.7,0,22.7,7,0,20
18,2,0,2,11.6,2,211.6,8,0,20
19,5,0,0,7.08,1,107.08,9,0,20
20,5,0,1,6.89,2,206.89,10,0,20
