idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,17.01,2,217.01,0,0,20
2,1,0,1,15.22,2,215.22,0,0,20
3,5,0,0,19.45,1,119.45,0,0,20
4,3,0,0,9.29,2,209.29,0,0,20
5,2,0,0,5.21,0,5.21,0,1,20
6,5,0,1,18.05,1,118.05,0,0,20
7,3,0,4,18.81,3,318.81,0,1,20
8,3,0,2,16.3,2,216.3,0,1,20
9,3,0,3,21.98,2,221.98,0,1,20
10,3,0,1,15.33,2,215.33,0,1,20
11,1,0,2,19.92,2,219.92000000000002,1,0,20
12,2,0,1,8.79,2,208.79,2,0,20
13,4,0,0,8.32,2,208.32,3,0,20
14,6,0,0,7.65,1,107.65,4,0,20
15,6,0,1,12.9,0,12.9,5,0,20
16,6,0,2,11.06,1,111.06,6,0,20
17,6,0,3,15.42,0,15.42,7,0,20
18,5,0,2,22.11,0,22.11,8,0,20
19,2,0,2,12.63,2,212.63,9,0,20
20,5,0,3,14.52,1,114.52,10,0,20
