idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,8.81,0,0,20,2,208.81
2,1,0,0,7.09,0,0,20,1,107.09
3,3,0,0,14.65,0,0,20,2,214.65
4,3,0,1,11.05,0,0,20,2,211.05
5,2,0,1,6.13,0,0,20,2,206.13
6,3,0,3,19.06,0,1,20,2,219.06
7,3,0,4,14.62,0,1,20,3,314.62
8,1,0,1,10.46,0,1,20,1,110.46000000000001
9,2,0,2,10.27,0,1,20,2,210.27
10,3,0,2,16.7,0,1,20,2,216.7
11,2,0,3,14.77,1,0,20,2,214.77
12,1,0,2,7.2,2,0,20,2,207.2
13,2,0,4,22.95,3,0,20,2,222.95
14,1,0,3,13.07,4,0,20,3,313.07
15,4,0,0,20.37,5,0,20,2,220.37
16,5,0,0,12.5,6,0,20,1,112.5
17,1,0,4,14.08,7,0,20,3,314.08
18,4,0,1,15.8,8,0,20,3,315.8
19,5,0,1,19.63,9,0,20,2,219.63
20,6,0,0,21.04,10,0,20,1,121.03999999999999
