idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,17.98,0,0,20,3,317.98
2,3,0,1,9.12,0,0,20,2,209.12
3,3,0,2,14.62,0,0,20,1,114.62
4,5,0,0,5.88,0,0,20,2,205.88
5,3,0,3,10.18,0,0,20,1,110.18
6,2,0,0,15.77,0,0,20,3,315.77
7,5,0,1,21.82,0,0,20,2,221.82
8,6,0,0,16.53,0,0,20,0,16.53
9,6,0,1,18.65,0,1,20,0,18.65
10,2,0,1,12.79,0,0,20,3,312.79
11,2,0,2,20.47,1,0,20,3,320.47
12,3,0,4,14.98,2,0,20,2,214.98
13,1,0,0,15.22,3,0,20,0,15.22
14,1,0,1,18.48,4,0,20,0,18.48
15,6,0,2,14.18,5,0,20,2,214.18
16,4,0,0,15.11,6,0,20,0,15.11
17,1,0,2,11.08,7,0,20,1,111.08
18,5,0,2,19.39,8,0,20,3,319.39
19,1,0,3,16.93,9,0,20,1,116.93
20,4,0,1,15.22,10,0,20,0,15.22
