idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,18.36,0,0,20,0,18.36
2,5,0,1,19.34,0,0,20,1,119.34
3,2,0,0,6.08,0,0,20,0,6.08
4,5,0,2,7.72,0,0,20,1,107.72
5,5,0,4,9.88,0,1,20,2,209.88
6,6,0,0,12.13,0,0,20,1,112.13
7,6,0,1,11.02,0,0,20,2,211.02
8,5,0,3,16.43,0,0,20,1,116.43
9,2,0,1,15.24,0,2,20,0,15.24
10,6,0,2,12.93,0,0,20,2,212.93
11,1,0,0,8.72,1,0,20,0,8.72
12,6,0,3,16.67,2,0,20,2,216.67000000000002
13,3,0,0,6.04,3,0,20,0,6.04
14,3,0,1,6.99,4,0,20,0,6.99
15,2,0,2,13.27,5,0,20,1,113.27
16,6,0,4,17.35,6,0,20,2,217.35
17,1,0,1,5.54,7,0,20,1,105.54
18,3,0,2,12.04,8,0,20,0,12.04
19,2,0,3,19.44,9,0,20,2,219.44
20,3,0,3,23.91,10,0,20,0,23.91
