idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,7.34,0,0,20,2,207.34
2,4,0,3,9.15,0,1,20,1,109.15
3,1,0,4,19.56,0,1,20,2,219.56
4,1,0,1,20.06,0,0,20,3,320.06
5,4,0,2,23.6,0,1,20,0,23.6
6,1,0,2,5.61,0,0,20,0,5.61
7,4,0,4,22.91,0,1,20,1,122.91
8,1,0,3,16.59,0,0,20,2,216.59
9,4,0,0,10.96,0,1,20,0,10.96
10,4,0,1,11.94,0,1,20,0,11.94
11,2,0,0,18.58,1,0,20,3,318.58
12,3,0,0,12.49,2,0,20,2,212.49
13,3,0,1,9.6,3,0,20,3,309.6
14,5,0,0,14.44,4,0,20,0,14.44
15,5,0,1,22.42,5,0,20,1,122.42
16,6,0,0,16.85,6,0,20,1,116.85
17,5,0,2,8.39,7,0,20,3,308.39
18,6,0,1,11.0,8,0,20,1,111.0
19,6,0,2,11.0,9,0,20,2,211.0
20,6,0,3,10.44,10,0,20,0,10.44
