idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,7.68,0,0,0,20
2,3,0,1,21.25,0,0,0,20
3,5,0,0,14.82,0,0,0,20
4,3,0,2,11.36,0,0,0,20
5,4,0,3,23.9,0,0,1,20
6,4,0,1,17.37,0,0,1,20
7,4,0,0,8.85,0,0,0,20
8,3,0,3,11.73,0,0,0,20
9,4,0,2,18.55,0,0,1,20
10,3,0,4,12.02,0,0,1,20
11,5,0,1,23.09,1,0,0,20
12,1,0,0,9.62,2,0,0,20
13,1,0,1,14.85,3,0,0,20
14,6,0,0,18.37,4,0,0,20
15,2,0,0,7.55,5,0,0,20
16,1,0,2,17.12,6,0,0,20
17,2,0,1,8.39,7,0,0,20
18,2,0,2,15.15,8,0,0,20
19,2,0,3,15.7,9,0,0,20
20,1,0,3,12.22,10,0,0,20
21,1,0,4,9.17,11,0,0,20
22,2,0,4,10.63,12,0,0,20
23,6,0,1,20.3,13,0,0,20
24,6,0,2,18.06,14,0,0,20
25,5,0,2,23.49,15,0,0,20
