idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,12.24,0,0,20,0,12.24
2,4,0,3,22.13,0,1,20,0,22.13
3,4,0,4,22.44,0,1,20,0,22.44
4,3,0,0,16.42,0,0,20,0,16.42
5,4,0,1,14.6,0,0,20,0,14.6
6,3,0,1,9.83,0,0,20,0,9.83
7,4,0,2,20.89,0,1,20,0,20.89
8,1,0,0,5.75,1,0,20,0,5.75
9,3,0,2,17.8,2,0,20,0,17.8
10,1,0,1,17.26,3,0,20,0,17.26
11,2,0,0,13.13,4,0,20,0,13.13
12,5,0,0,10.23,5,0,20,0,10.23
13,3,0,3,22.57,6,0,20,0,22.57
14,1,0,2,20.04,7,0,20,0,20.04
15,2,0,1,15.08,8,0,20,0,15.08
16,5,0,1,12.21,9,0,20,0,12.21
17,6,0,0,5.99,10,0,20,0,5.99
18,6,0,1,11.35,11,0,20,0,11.35
19,6,0,2,7.39,12,0,20,0,7.39
20,6,0,3,5.46,13,0,20,0,5.46
