idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,17.65,1,0,20,0,17.65
2,2,0,0,11.56,2,0,20,0,11.56
3,3,0,0,7.83,3,0,20,0,7.83
4,4,0,0,7.74,4,0,20,0,7.74
5,1,0,1,20.44,5,0,20,0,20.44
6,5,0,0,5.66,6,0,20,0,5.66
7,2,0,1,19.44,7,0,20,0,19.44
8,3,0,1,15.73,8,0,20,0,15.73
9,3,0,2,18.25,9,0,20,0,18.25
10,4,0,1,9.18,10,0,20,0,9.18
11,4,0,2,10.86,11,0,20,0,10.86
12,1,0,2,20.87,12,0,20,0,20.87
13,4,0,3,12.16,13,0,20,0,12.16
14,5,0,1,10.73,14,0,20,0,10.73
15,4,0,4,14.93,15,0,20,0,14.93
16,5,0,2,12.59,16,0,20,0,12.59
17,2,0,2,20.27,17,0,20,0,20.27
18,6,0,0,8.38,18,0,20,0,8.38
19,6,0,1,5.59,19,0,20,0,5.59
20,6,0,2,5.24,20,0,20,0,5.24
21,5,0,3,12.91,21,0,20,0,12.91
22,1,0,3,23.99,22,0,20,0,23.99
23,2,0,3,22.58,23,0,20,0,22.58
