idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,10.34,0,0,0,20
2,5,0,2,23.08,0,0,1,20
3,5,0,0,13.43,0,0,0,20
4,5,0,1,21.49,0,0,1,20
5,5,0,3,23.39,0,0,1,20
6,6,0,1,16.07,1,0,0,20
7,1,0,0,15.66,2,0,0,20
8,6,0,2,19.97,3,0,0,20
9,5,0,4,23.91,4,0,0,20
10,3,0,0,13.01,5,0,0,20
11,2,0,0,12.67,6,0,0,20
12,3,0,1,15.88,7,0,0,20
13,4,0,0,16.88,8,0,0,20
14,1,0,1,8.88,9,0,0,20
15,4,0,1,18.96,10,0,0,20
16,3,0,2,21.05,11,0,0,20
17,1,0,2,11.04,12,0,0,20
18,2,0,1,12.81,13,0,0,20
19,3,0,3,23.3,14,0,0,20
20,1,0,3,9.5,15,0,0,20
