idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,21.51,0,0,0,20
2,3,0,2,17.35,0,0,1,20
3,5,0,1,22.04,0,0,0,20
4,3,0,1,9.28,0,0,1,20
5,3,0,0,5.78,0,0,0,20
6,6,0,0,20.96,1,0,0,20
7,1,0,0,11.09,2,0,0,20
8,4,0,0,12.8,3,0,0,20
9,4,0,1,14.72,4,0,0,20
10,1,0,1,5.92,5,0,0,20
11,3,0,3,18.78,6,0,0,20
12,5,0,2,23.69,7,0,0,20
13,4,0,2,19.39,8,0,0,20
14,1,0,2,15.45,9,0,0,20
15,3,0,4,19.15,10,0,0,20
16,2,0,0,9.98,11,0,0,20
17,1,0,3,17.93,12,0,0,20
18,2,0,1,13.3,13,0,0,20
19,2,0,2,8.24,14,0,0,20
20,2,0,3,7.29,15,0,0,20
