idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,1,11.75,0,0,1,20
2,6,0,0,8.81,0,0,0,20
3,6,0,2,12.78,0,0,1,20
4,6,0,4,17.46,0,0,1,20
5,6,0,3,15.73,0,0,1,20
6,1,0,0,5.53,1,0,0,20
7,3,0,0,15.55,2,0,0,20
8,1,0,1,8.14,3,0,0,20
9,2,0,0,5.54,4,0,0,20
10,3,0,1,17.7,5,0,0,20
11,4,0,0,18.64,6,0,0,20
12,3,0,2,18.36,7,0,0,20
13,4,0,1,20.46,8,0,0,20
14,4,0,2,21.03,9,0,0,20
15,5,0,0,22.62,10,0,0,20
16,1,0,2,9.53,11,0,0,20
17,4,0,3,22.6,12,0,0,20
18,2,0,1,5.74,13,0,0,20
19,1,0,3,16.8,14,0,0,20
20,3,0,3,21.16,15,0,0,20
