idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,1,15.21,0,0,1,20
2,2,0,0,5.18,0,0,1,20
3,6,0,0,8.93,0,0,0,20
4,2,0,2,18.85,0,0,1,20
5,2,0,3,21.31,0,0,1,20
6,4,0,0,13.89,1,0,0,20
7,4,0,1,14.2,2,0,0,20
8,6,0,1,13.95,3,0,0,20
9,4,0,2,18.29,4,0,0,20
10,6,0,2,16.86,5,0,0,20
11,5,0,0,15.56,6,0,0,20
12,1,0,0,5.48,7,0,0,20
13,1,0,1,9.18,8,0,0,20
14,1,0,2,8.11,9,0,0,20
15,3,0,0,7.16,10,0,0,20
16,1,0,3,14.0,11,0,0,20
17,3,0,1,12.2,12,0,0,20
18,5,0,1,15.92,13,0,0,20
19,4,0,3,18.44,14,0,0,20
20,3,0,2,5.23,15,0,0,20
