idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,3,22.05,0,0,1,20
2,5,0,0,6.0,0,0,0,20
3,6,0,0,6.06,0,0,0,20
4,6,0,1,20.57,0,0,1,20
5,6,0,2,21.78,0,0,1,20
6,1,0,0,7.07,1,0,0,20
7,4,0,0,14.22,2,0,0,20
8,1,0,1,13.34,3,0,0,20
9,2,0,0,6.43,4,0,0,20
10,1,0,2,5.19,5,0,0,20
11,4,0,1,21.9,6,0,0,20
12,1,0,3,8.43,7,0,0,20
13,1,0,4,19.7,8,0,0,20
14,2,0,1,7.29,9,0,0,20
15,2,0,2,16.54,10,0,0,20
16,3,0,0,5.87,11,0,0,20
17,3,0,1,5.38,12,0,0,20
18,2,0,3,16.09,13,0,0,20
19,5,0,1,6.31,14,0,0,20
20,3,0,2,19.4,15,0,0,20
