idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,19.89,0,0,0,20
2,2,0,1,18.86,0,0,0,20
3,3,0,1,11.63,0,0,1,20
4,2,0,2,22.52,0,0,1,20
5,3,0,0,7.32,0,0,1,20
6,6,0,0,13.83,1,0,0,20
7,6,0,1,16.17,2,0,0,20
8,4,0,0,8.33,3,0,0,20
9,3,0,2,14.35,4,0,0,20
10,4,0,1,8.4,5,0,0,20
11,1,0,0,5.18,6,0,0,20
12,6,0,2,19.27,7,0,0,20
13,1,0,1,5.08,8,0,0,20
14,1,0,2,5.47,9,0,0,20
15,4,0,2,12.55,10,0,0,20
16,1,0,3,10.36,11,0,0,20
17,1,0,4,12.27,12,0,0,20
18,5,0,0,8.47,13,0,0,20
19,5,0,1,10.57,14,0,0,20
20,4,0,3,14.24,15,0,0,20
