idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,1,10.94,0,0,1,20
2,2,0,2,16.07,0,0,1,20
3,2,0,0,6.28,0,0,0,20
4,4,0,0,12.21,1,0,0,20
5,1,0,0,8.75,2,0,0,20
6,1,0,1,7.91,3,0,0,20
7,4,0,1,13.25,4,0,0,20
8,1,0,2,8.15,5,0,0,20
9,2,0,3,16.46,6,0,0,20
10,2,0,4,19.29,7,0,0,20
11,6,0,0,20.53,8,0,0,20
12,1,0,3,10.62,9,0,0,20
13,1,0,4,13.39,10,0,0,20
14,3,0,0,9.74,11,0,0,20
15,6,0,1,21.06,12,0,0,20
16,4,0,2,23.5,13,0,0,20
17,5,0,0,9.44,14,0,0,20
18,3,0,1,13.89,15,0,0,20
19,5,0,1,19.19,16,0,0,20
20,3,0,2,13.31,17,0,0,20
