idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,16.52,0,0,0,20
2,3,0,2,23.21,0,0,1,20
3,3,0,1,20.13,0,0,1,20
4,4,0,0,9.78,1,0,0,20
5,2,0,0,9.56,2,0,0,20
6,4,0,1,11.01,3,0,0,20
7,4,0,2,11.61,4,0,0,20
8,1,0,0,6.24,5,0,0,20
9,4,0,3,23.44,6,0,0,20
10,2,0,1,10.95,7,0,0,20
11,2,0,2,17.65,8,0,0,20
12,6,0,0,21.36,9,0,0,20
13,1,0,1,15.28,10,0,0,20
14,2,0,3,20.82,11,0,0,20
15,1,0,2,8.94,12,0,0,20
16,5,0,0,13.85,13,0,0,20
17,1,0,3,5.1,14,0,0,20
18,1,0,4,11.51,15,0,0,20
19,5,0,1,9.17,16,0,0,20
20,5,0,2,10.18,17,0,0,20
