idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,3,10.11,0,2,20,0,10.11
2,4,0,0,14.16,0,0,20,0,14.16
3,3,0,0,16.86,0,0,20,0,16.86
4,2,0,0,7.8,0,0,20,0,7.8
5,1,0,0,22.8,0,0,20,0,22.8
6,1,0,1,7.3,0,0,20,0,7.3
7,2,0,1,17.56,0,0,20,0,17.56
8,3,0,1,14.02,0,0,20,0,14.02
9,4,0,4,23.43,0,1,20,0,23.43
10,4,0,3,17.96,0,1,20,0,17.96
11,1,0,2,10.0,0,0,20,0,10.0
12,4,0,1,15.81,0,0,20,0,15.81
13,2,0,3,8.82,0,1,20,0,8.82
14,2,0,2,8.48,0,0,20,0,8.48
15,4,0,2,17.02,0,1,20,0,17.02
16,3,0,2,23.13,1,0,20,0,23.13
17,1,0,4,19.69,2,0,20,0,19.69
18,5,0,0,5.62,3,0,20,0,5.62
19,2,0,4,15.71,4,0,20,0,15.71
20,5,0,1,14.69,5,0,20,0,14.69
21,5,0,2,22.7,6,0,20,0,22.7
22,6,0,0,14.77,7,0,20,0,14.77
23,6,0,1,6.82,8,0,20,0,6.82
24,6,0,2,13.93,9,0,20,0,13.93
25,6,0,3,5.01,10,0,20,0,5.01
26,6,0,4,10.09,11,0,20,0,10.09
27,5,0,3,13.96,12,0,20,0,13.96
