idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,5.73,0,0,20,0,5.73
2,6,0,2,18.83,0,1,20,0,18.83
3,3,0,1,14.05,0,0,20,0,14.05
4,6,0,0,9.08,0,0,20,0,9.08
5,3,0,2,20.9,0,0,20,0,20.9
6,5,0,0,16.76,0,0,20,0,16.76
7,3,0,3,23.0,0,1,20,0,23.0
8,6,0,1,14.55,0,1,20,0,14.55
9,1,0,2,13.35,0,1,20,0,13.35
10,1,0,0,18.28,0,0,20,0,18.28
11,6,0,4,20.81,0,1,20,0,20.81
12,5,0,1,18.4,0,2,20,0,18.4
13,6,0,3,19.68,0,1,20,0,19.68
14,1,0,3,15.25,0,1,20,0,15.25
15,1,0,1,10.22,0,0,20,0,10.22
16,2,0,0,10.93,1,0,20,0,10.93
17,5,0,2,23.23,2,0,20,0,23.23
18,2,0,1,16.23,3,0,20,0,16.23
19,2,0,2,18.88,4,0,20,0,18.88
20,4,0,0,7.48,5,0,20,0,7.48
21,4,0,1,14.87,6,0,20,0,14.87
22,2,0,3,19.2,7,0,20,0,19.2
23,4,0,2,11.6,8,0,20,0,11.6
24,1,0,4,15.4,9,0,20,0,15.4
25,4,0,3,10.0,10,0,20,0,10.0
26,3,0,4,23.18,11,0,20,0,23.18
27,2,0,4,20.82,12,0,20,0,20.82
