idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,12.43,0,0,20,0,12.43
2,2,0,4,16.5,0,1,20,0,16.5
3,2,0,3,14.25,0,1,20,0,14.25
4,2,0,2,13.36,0,1,20,0,13.36
5,3,0,0,5.8,0,1,20,0,5.8
6,3,0,1,7.5,0,1,20,0,7.5
7,2,0,1,12.43,0,1,20,0,12.43
8,3,0,2,19.65,1,0,20,0,19.65
9,1,0,0,16.44,2,0,20,0,16.44
10,4,0,0,6.32,3,0,20,0,6.32
11,5,0,0,5.71,4,0,20,0,5.71
12,4,0,1,7.95,5,0,20,0,7.95
13,4,0,2,9.52,6,0,20,0,9.52
14,5,0,1,5.82,7,0,20,0,5.82
15,5,0,2,9.1,8,0,20,0,9.1
16,5,0,3,9.13,9,0,20,0,9.13
17,1,0,1,18.3,10,0,20,0,18.3
18,4,0,3,13.87,11,0,20,0,13.87
19,1,0,2,18.57,12,0,20,0,18.57
20,5,0,4,9.8,13,0,20,0,9.8
21,3,0,3,20.75,14,0,20,0,20.75
22,6,0,0,12.37,15,0,20,0,12.37
23,3,0,4,21.54,16,0,20,0,21.54
24,6,0,1,10.41,17,0,20,0,10.41
25,1,0,3,21.67,18,0,20,0,21.67
