idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,18.43,1,0,0,20
2,4,0,0,11.34,2,0,0,20
3,4,0,1,15.42,3,0,0,20
4,1,0,0,12.61,4,0,0,20
5,1,0,1,13.34,5,0,0,20
6,2,0,0,5.47,6,0,0,20
7,6,0,1,20.47,7,0,0,20
8,1,0,2,6.89,8,0,0,20
9,4,0,2,16.74,9,0,0,20
10,1,0,3,10.18,10,0,0,20
11,6,0,2,21.54,11,0,0,20
12,2,0,1,9.08,12,0,0,20
13,4,0,3,17.15,13,0,0,20
14,6,0,3,22.86,14,0,0,20
15,1,0,4,16.77,15,0,0,20
16,3,0,0,8.75,16,0,0,20
17,4,0,4,19.78,17,0,0,20
18,5,0,0,14.44,18,0,0,20
19,5,0,1,21.83,19,0,0,20
20,2,0,2,21.48,20,0,0,20
21,3,0,1,7.62,21,0,0,20
22,3,0,2,16.14,22,0,0,20
23,3,0,3,7.72,23,0,0,20
24,3,0,4,9.93,24,0,0,20
25,2,0,3,6.16,25,0,0,20
26,2,0,4,17.61,26,0,0,20
27,5,0,2,15.03,27,0,0,20
