idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,7.54,1,0,0,20
2,5,0,0,17.24,2,0,0,20
3,1,0,1,5.53,3,0,0,20
4,5,0,1,21.79,4,0,0,20
5,4,0,0,11.31,5,0,0,20
6,5,0,2,23.57,6,0,0,20
7,2,0,0,5.69,7,0,0,20
8,4,0,1,16.84,8,0,0,20
9,4,0,2,20.28,9,0,0,20
10,6,0,0,17.29,10,0,0,20
11,6,0,1,21.93,11,0,0,20
12,2,0,1,19.17,12,0,0,20
13,1,0,2,17.42,13,0,0,20
14,4,0,3,21.64,14,0,0,20
15,2,0,2,11.34,15,0,0,20
16,3,0,0,7.87,16,0,0,20
17,6,0,2,23.97,17,0,0,20
18,1,0,3,19.81,18,0,0,20
19,3,0,1,7.88,19,0,0,20
20,2,0,3,17.63,20,0,0,20
21,1,0,4,13.8,21,0,0,20
22,2,0,4,18.76,22,0,0,20
23,3,0,2,6.81,23,0,0,20
24,3,0,3,15.89,24,0,0,20
25,3,0,4,11.39,25,0,0,20
26,4,0,4,18.01,26,0,0,20
27,5,0,3,7.06,27,0,0,20
