idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,11.49,1,0,0,20
2,4,0,1,19.92,2,0,0,20
3,6,0,0,23.24,3,0,0,20
4,2,0,0,9.07,4,0,0,20
5,1,0,0,5.63,5,0,0,20
6,6,0,1,22.0,6,0,0,20
7,4,0,2,21.99,7,0,0,20
8,4,0,3,22.59,8,0,0,20
9,2,0,1,13.15,9,0,0,20
10,2,0,2,20.27,10,0,0,20
11,1,0,1,11.96,11,0,0,20
12,3,0,0,6.6,12,0,0,20
13,1,0,2,10.14,13,0,0,20
14,1,0,3,14.85,14,0,0,20
15,4,0,4,21.8,15,0,0,20
16,1,0,4,16.06,16,0,0,20
17,6,0,2,23.49,17,0,0,20
18,5,0,0,17.24,18,0,0,20
19,6,0,3,23.82,19,0,0,20
20,2,0,3,12.86,20,0,0,20
21,3,0,1,12.45,21,0,0,20
22,2,0,4,18.98,22,0,0,20
23,3,0,2,8.16,23,0,0,20
24,5,0,1,23.36,24,0,0,20
25,3,0,3,9.36,25,0,0,20
26,3,0,4,10.09,26,0,0,20
27,5,0,2,22.21,27,0,0,20
