idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,7.74,1,0,0,20
2,3,0,1,21.4,2,0,0,20
3,1,0,0,19.44,3,0,0,20
4,1,0,1,6.68,4,0,0,20
5,4,0,0,11.27,5,0,0,20
6,4,0,1,11.62,6,0,0,20
7,3,0,2,13.45,7,0,0,20
8,1,0,2,8.0,8,0,0,20
9,5,0,0,17.72,9,0,0,20
10,5,0,1,20.49,10,0,0,20
11,3,0,3,17.1,11,0,0,20
12,1,0,3,8.79,12,0,0,20
13,2,0,0,5.14,13,0,0,20
14,4,0,2,12.41,14,0,0,20
15,6,0,0,18.81,15,0,0,20
16,4,0,3,19.92,16,0,0,20
17,2,0,1,5.87,17,0,0,20
18,3,0,4,16.61,18,0,0,20
19,2,0,2,6.89,19,0,0,20
20,1,0,4,10.85,20,0,0,20
21,2,0,3,18.62,21,0,0,20
22,2,0,4,17.84,22,0,0,20
23,6,0,1,8.61,23,0,0,20
24,6,0,2,23.44,24,0,0,20
25,4,0,4,17.4,25,0,0,20
26,5,0,2,12.2,26,0,0,20
27,5,0,3,22.37,27,0,0,20
