idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,3,21.76,0,0,1,20
2,4,0,0,7.93,0,0,0,20
3,4,0,1,5.64,0,0,0,20
4,2,0,2,19.01,0,0,1,20
5,4,0,2,9.54,0,0,1,20
6,2,0,0,9.69,0,0,0,20
7,2,0,1,17.58,0,0,0,20
8,1,0,0,5.81,1,0,0,20
9,3,0,0,11.2,2,0,0,20
10,3,0,1,12.09,3,0,0,20
11,1,0,1,7.12,4,0,0,20
12,4,0,3,10.82,5,0,0,20
13,5,0,0,14.42,6,0,0,20
14,1,0,2,5.11,7,0,0,20
15,5,0,1,16.0,8,0,0,20
16,1,0,3,10.55,9,0,0,20
17,5,0,2,20.45,10,0,0,20
18,2,0,4,22.79,11,0,0,20
19,6,0,0,14.35,12,0,0,20
20,6,0,1,14.79,13,0,0,20
21,6,0,2,21.19,14,0,0,20
22,1,0,4,11.33,15,0,0,20
23,3,0,2,16.7,16,0,0,20
24,3,0,3,17.05,17,0,0,20
25,3,0,4,15.23,18,0,0,20
