idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,21.54,0,0,0,20
2,2,0,1,12.31,0,0,0,20
3,1,0,0,10.56,0,0,0,20
4,4,0,0,17.74,0,0,0,20
5,2,0,2,18.66,0,0,0,20
6,4,0,2,22.09,0,0,1,20
7,4,0,1,20.04,0,0,1,20
8,1,0,1,21.78,1,0,0,20
9,3,0,0,18.54,2,0,0,20
10,3,0,1,7.63,3,0,0,20
11,3,0,2,11.12,4,0,0,20
12,3,0,3,17.18,5,0,0,20
13,6,0,0,14.73,6,0,0,20
14,3,0,4,13.48,7,0,0,20
15,2,0,3,19.25,8,0,0,20
16,2,0,4,21.24,9,0,0,20
17,6,0,1,20.99,10,0,0,20
18,5,0,0,15.39,11,0,0,20
19,5,0,1,13.77,12,0,0,20
20,5,0,2,16.29,13,0,0,20
21,4,0,3,23.64,14,0,0,20
22,5,0,3,9.61,15,0,0,20
23,5,0,4,6.42,16,0,0,20
24,6,0,2,6.59,17,0,0,20
25,6,0,3,19.86,18,0,0,20
