idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,9.55,0,0,20,0,9.55
2,6,0,1,10.72,0,0,20,0,10.72
3,2,0,0,22.24,0,0,20,0,22.24
4,2,0,1,19.77,0,0,20,0,19.77
5,1,0,0,8.52,0,0,20,0,8.52
6,6,0,3,16.21,0,1,20,0,16.21
7,1,0,1,12.68,0,1,20,0,12.68
8,6,0,4,19.72,0,1,20,0,19.72
9,6,0,2,11.71,0,0,20,0,11.71
10,2,0,2,23.16,0,1,20,0,23.16
11,3,0,0,11.7,1,0,20,0,11.7
12,4,0,0,8.91,2,0,20,0,8.91
13,1,0,2,13.64,3,0,20,0,13.64
14,3,0,1,11.92,4,0,20,0,11.92
15,5,0,0,7.37,5,0,20,0,7.37
16,5,0,1,7.6,6,0,20,0,7.6
17,1,0,3,22.52,7,0,20,0,22.52
18,4,0,1,10.97,8,0,20,0,10.97
19,5,0,2,6.91,9,0,20,0,6.91
20,3,0,2,16.14,10,0,20,0,16.14
21,3,0,3,17.26,11,0,20,0,17.26
22,5,0,3,5.06,12,0,20,0,5.06
23,3,0,4,19.84,13,0,20,0,19.84
24,4,0,2,17.6,14,0,20,0,17.6
25,5,0,4,9.6,15,0,20,0,9.6
