idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,2,20.68,0,1,20,0,20.68
2,4,0,0,23.77,0,0,20,0,23.77
3,2,0,0,18.87,0,0,20,0,18.87
4,5,0,0,8.4,0,0,20,0,8.4
5,2,0,3,21.18,0,1,20,0,21.18
6,2,0,2,13.91,0,1,20,0,13.91
7,4,0,1,19.35,0,0,20,0,19.35
8,4,0,4,22.03,0,1,20,0,22.03
9,4,0,3,21.24,0,1,20,0,21.24
10,2,0,1,13.82,0,0,20,0,13.82
11,5,0,1,21.42,1,0,20,0,21.42
12,1,0,0,9.37,2,0,20,0,9.37
13,1,0,1,17.47,3,0,20,0,17.47
14,3,0,0,8.46,4,0,20,0,8.46
15,3,0,1,8.7,5,0,20,0,8.7
16,5,0,2,23.95,6,0,20,0,23.95
17,1,0,2,23.0,7,0,20,0,23.0
18,3,0,2,17.45,8,0,20,0,17.45
19,6,0,0,5.01,9,0,20,0,5.01
20,6,0,1,12.63,10,0,20,0,12.63
21,3,0,3,18.28,11,0,20,0,18.28
22,6,0,2,9.78,12,0,20,0,9.78
23,6,0,3,17.75,13,0,20,0,17.75
24,2,0,4,22.48,14,0,20,0,22.48
25,6,0,4,14.89,15,0,20,0,14.89
