idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,11.35,0,0,20,0,11.35
2,6,0,0,22.01,0,0,20,0,22.01
3,1,0,0,15.39,0,0,20,0,15.39
4,1,0,2,15.13,0,1,20,0,15.13
5,3,0,1,11.69,0,0,20,0,11.69
6,6,0,1,19.87,0,0,20,0,19.87
7,1,0,1,6.34,0,0,20,0,6.34
8,1,0,3,16.24,0,1,20,0,16.24
9,1,0,4,17.8,0,1,20,0,17.8
10,6,0,2,21.59,0,1,20,0,21.59
11,2,0,0,9.97,1,0,20,0,9.97
12,3,0,2,20.21,2,0,20,0,20.21
13,2,0,1,23.17,3,0,20,0,23.17
14,4,0,0,19.0,4,0,20,0,19.0
15,2,0,2,23.22,5,0,20,0,23.22
16,5,0,0,8.67,6,0,20,0,8.67
17,5,0,1,15.85,7,0,20,0,15.85
18,5,0,2,8.08,8,0,20,0,8.08
19,5,0,3,13.76,9,0,20,0,13.76
20,5,0,4,8.02,10,0,20,0,8.02
