idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,1,9.19,0,2,20,0,9.19
2,6,0,3,23.56,0,1,20,0,23.56
3,2,0,2,21.54,0,1,20,0,21.54
4,6,0,0,15.54,0,0,20,0,15.54
5,1,0,0,7.33,0,0,20,0,7.33
6,2,0,0,6.0,0,1,20,0,6.0
7,1,0,1,5.59,0,0,20,0,5.59
8,6,0,4,23.75,0,1,20,0,23.75
9,6,0,1,14.11,0,0,20,0,14.11
10,6,0,2,11.79,0,0,20,0,11.79
11,1,0,2,18.85,1,0,20,0,18.85
12,3,0,0,5.76,2,0,20,0,5.76
13,3,0,1,9.69,3,0,20,0,9.69
14,3,0,2,14.26,4,0,20,0,14.26
15,4,0,0,11.55,5,0,20,0,11.55
16,5,0,0,9.64,6,0,20,0,9.64
17,3,0,3,16.78,7,0,20,0,16.78
18,5,0,1,8.73,8,0,20,0,8.73
19,4,0,1,14.12,9,0,20,0,14.12
20,3,0,4,17.26,10,0,20,0,17.26
