idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,21.99,0,0,20,0,21.99
2,1,0,1,21.76,0,0,20,0,21.76
3,3,0,0,9.27,0,1,20,0,9.27
4,3,0,1,16.77,0,1,20,0,16.77
5,4,0,4,16.22,0,1,20,0,16.22
6,4,0,0,13.58,0,0,20,0,13.58
7,4,0,1,7.33,0,0,20,0,7.33
8,4,0,2,10.38,0,0,20,0,10.38
9,4,0,3,15.0,0,1,20,0,15.0
10,1,0,2,22.37,0,1,20,0,22.37
11,3,0,2,17.55,1,0,20,0,17.55
12,2,0,0,16.48,2,0,20,0,16.48
13,5,0,0,13.65,3,0,20,0,13.65
14,3,0,3,22.0,4,0,20,0,22.0
15,6,0,0,12.6,5,0,20,0,12.6
16,6,0,1,8.46,6,0,20,0,8.46
17,5,0,1,16.47,7,0,20,0,16.47
18,6,0,2,16.04,8,0,20,0,16.04
19,6,0,3,6.82,9,0,20,0,6.82
20,5,0,2,11.16,10,0,20,0,11.16
