idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,13.95,0,0,20,0,13.95
2,2,0,0,20.59,0,0,20,0,20.59
3,5,0,0,5.21,0,0,20,0,5.21
4,5,0,1,20.01,0,0,20,0,20.01
5,4,0,1,10.13,0,0,20,0,10.13
6,4,0,2,12.51,0,0,20,0,12.51
7,5,0,2,15.26,0,0,20,0,15.26
8,5,0,3,15.53,0,1,20,0,15.53
9,3,0,0,9.63,0,0,20,0,9.63
10,2,0,1,20.97,0,0,20,0,20.97
11,5,0,4,17.72,1,0,20,0,17.72
12,2,0,2,21.69,2,0,20,0,21.69
13,1,0,0,7.27,3,0,20,0,7.27
14,1,0,1,7.32,4,0,20,0,7.32
15,4,0,3,12.57,5,0,20,0,12.57
16,4,0,4,15.01,6,0,20,0,15.01
17,6,0,0,6.56,7,0,20,0,6.56
18,6,0,1,7.06,8,0,20,0,7.06
19,3,0,1,17.04,9,0,20,0,17.04
20,2,0,3,22.0,10,0,20,0,22.0
