idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,11.18,0,1,20,0,11.18
2,1,0,0,5.33,0,0,20,0,5.33
3,5,0,0,10.86,0,0,20,0,10.86
4,4,0,0,14.46,0,0,20,0,14.46
5,5,0,1,19.18,0,0,20,0,19.18
6,4,0,1,7.6,0,0,20,0,7.6
7,5,0,2,23.75,0,0,20,0,23.75
8,1,0,1,11.09,0,1,20,0,11.09
9,1,0,4,15.94,0,1,20,0,15.94
10,1,0,3,15.64,0,1,20,0,15.64
11,4,0,2,20.92,1,0,20,0,20.92
12,2,0,0,15.73,2,0,20,0,15.73
13,3,0,0,9.11,3,0,20,0,9.11
14,6,0,0,7.09,4,0,20,0,7.09
15,4,0,3,22.28,5,0,20,0,22.28
16,3,0,1,14.51,6,0,20,0,14.51
17,2,0,1,18.37,7,0,20,0,18.37
18,6,0,1,6.55,8,0,20,0,6.55
19,6,0,2,11.88,9,0,20,0,11.88
20,6,0,3,7.97,10,0,20,0,7.97
