idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,2,12.91,0,1,20,0,12.91
2,6,0,0,14.01,0,0,20,0,14.01
3,2,0,3,15.27,0,1,20,0,15.27
4,4,0,1,13.73,0,1,20,0,13.73
5,2,0,4,19.86,0,1,20,0,19.86
6,4,0,0,7.44,0,0,20,0,7.44
7,6,0,2,22.18,0,1,20,0,22.18
8,6,0,1,20.71,0,1,20,0,20.71
9,2,0,0,7.28,0,1,20,0,7.28
10,2,0,1,10.69,0,1,20,0,10.69
11,1,0,0,8.5,1,0,20,0,8.5
12,1,0,1,22.34,2,0,20,0,22.34
13,3,0,0,7.03,3,0,20,0,7.03
14,4,0,2,18.12,4,0,20,0,18.12
15,5,0,0,5.89,5,0,20,0,5.89
16,3,0,1,12.1,6,0,20,0,12.1
17,4,0,3,21.23,7,0,20,0,21.23
18,5,0,1,7.11,8,0,20,0,7.11
19,1,0,2,23.31,9,0,20,0,23.31
20,5,0,2,10.58,10,0,20,0,10.58
