idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,14.47,14.47,1,6,0,4,20,0,0,0
2,8.18,8.18,1,6,0,1,20,0,0,0
3,12.46,12.46,0,2,0,0,20,0,0,0
4,13.51,13.51,1,6,0,3,20,0,0,0
5,9.58,9.58,1,6,0,2,20,0,0,0
6,12.28,12.28,0,2,0,1,20,0,0,0
7,23.66,23.66,1,4,0,2,20,0,0,0
8,11.98,11.98,0,4,0,0,20,0,0,0
9,21.1,21.1,0,4,0,1,20,0,0,0
10,6.05,6.05,1,6,0,0,20,0,0,0
11,15.55,15.55,0,2,0,2,20,1,0,0
12,21.92,21.92,0,2,0,3,20,2,0,0
13,7.44,7.44,0,1,0,0,20,3,0,0
14,6.4,6.4,0,1,0,1,20,4,0,0
15,16.74,16.74,0,1,0,2,20,5,0,0
16,23.72,23.72,0,4,0,3,20,6,0,0
17,12.78,12.78,0,1,0,3,20,7,0,0
18,10.8,10.8,0,1,0,4,20,8,0,0
19,12.79,12.79,0,3,0,0,20,9,0,0
20,10.42,10.42,0,5,0,0,20,10,0,0
21,14.36,14.36,0,3,0,1,20,11,0,0
22,19.7,19.7,0,3,0,2,20,12,0,0
23,7.52,7.52,0,5,0,1,20,13,0,0
24,20.02,20.02,0,5,0,2,20,14,0,0
25,14.52,14.52,0,3,0,3,20,15,0,0
