idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,17.36,17.36,0,3,0,0,20,0,0,0
2,13.75,13.75,0,2,0,0,20,0,0,0
3,7.26,7.26,0,3,0,1,20,0,0,0
4,9.67,9.67,0,2,0,1,20,0,0,0
5,20.53,20.53,1,3,0,4,20,0,0,0
6,20.57,20.57,0,3,0,2,20,0,0,0
7,10.39,10.39,1,2,0,4,20,0,0,0
8,7.31,7.31,0,2,0,2,20,0,0,0
9,15.09,15.09,0,3,0,3,20,0,0,0
10,9.79,9.79,1,2,0,3,20,0,0,0
11,22.27,22.27,0,1,0,0,20,1,0,0
12,22.87,22.87,0,1,0,1,20,2,0,0
13,18.42,18.42,0,4,0,0,20,3,0,0
14,21.24,21.24,0,4,0,1,20,4,0,0
15,5.63,5.63,0,1,0,2,20,5,0,0
16,11.9,11.9,0,1,0,3,20,6,0,0
17,20.51,20.51,0,6,0,0,20,7,0,0
18,5.73,5.73,0,5,0,0,20,8,0,0
19,15.89,15.89,0,1,0,4,20,9,0,0
20,13.34,13.34,0,5,0,1,20,10,0,0
21,19.45,19.45,0,5,0,2,20,11,0,0
22,15.55,15.55,0,5,0,3,20,12,0,0
23,22.09,22.09,0,6,0,1,20,13,0,0
24,11.75,11.75,0,5,0,4,20,14,0,0
25,7.65,7.65,0,4,0,2,20,15,0,0
