idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,19.99,19.99,1,5,0,2,20,0,0,0
2,7.27,7.27,0,4,0,0,20,0,0,0
3,7.21,7.21,0,5,0,0,20,0,0,0
4,13.39,13.39,1,5,0,1,20,0,0,0
5,9.26,9.26,0,4,0,1,20,0,0,0
6,17.5,17.5,1,6,0,2,20,0,0,0
7,16.89,16.89,0,6,0,0,20,0,0,0
8,23.45,23.45,1,5,0,4,20,0,0,0
9,16.81,16.81,0,6,0,1,20,0,0,0
10,22.12,22.12,1,5,0,3,20,0,0,0
11,11.91,11.91,0,3,0,0,20,1,0,0
12,22.37,22.37,0,6,0,3,20,2,0,0
13,21.6,21.6,0,3,0,1,20,3,0,0
14,19.84,19.84,0,4,0,2,20,4,0,0
15,21.59,21.59,0,3,0,2,20,5,0,0
16,11.57,11.57,0,1,0,0,20,6,0,0
17,23.99,23.99,0,6,0,4,20,7,0,0
18,8.03,8.03,0,1,0,1,20,8,0,0
19,9.36,9.36,0,2,0,0,20,9,0,0
20,10.94,10.94,0,2,0,1,20,10,0,0
21,8.6,8.6,0,1,0,2,20,11,0,0
22,23.48,23.48,0,3,0,3,20,12,0,0
23,13.19,13.19,0,2,0,2,20,13,0,0
24,8.28,8.28,0,1,0,3,20,14,0,0
25,18.13,18.13,0,1,0,4,20,15,0,0
