idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,4,15.66,0,0,1,20
2,4,0,0,23.0,0,0,0,20
3,6,0,0,13.96,0,0,0,20
4,6,0,4,19.05,0,0,1,20
5,4,0,1,8.68,0,0,0,20
6,4,0,3,13.58,0,0,1,20
7,4,0,2,12.51,0,0,0,20
8,6,0,2,15.28,0,0,1,20
9,6,0,3,17.75,0,0,1,20
10,6,0,1,15.23,0,0,0,20
11,5,0,0,19.64,1,0,0,20
12,1,0,0,10.75,2,0,0,20
13,5,0,1,23.75,3,0,0,20
14,1,0,1,22.34,4,0,0,20
15,2,0,0,5.52,5,0,0,20
16,2,0,1,18.63,6,0,0,20
17,1,0,2,5.66,7,0,0,20
18,1,0,3,6.85,8,0,0,20
19,3,0,0,9.65,9,0,0,20
20,1,0,4,7.14,10,0,0,20
21,3,0,1,8.91,11,0,0,20
22,3,0,2,14.87,12,0,0,20
23,2,0,2,11.07,13,0,0,20
24,2,0,3,10.84,14,0,0,20
25,3,0,3,15.29,15,0,0,20
