idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,4,19.63,0,0,1,20
2,4,0,0,19.43,0,0,0,20
3,3,0,2,11.26,0,0,1,20
4,3,0,0,13.86,0,0,0,20
5,4,0,3,19.0,0,0,1,20
6,4,0,2,17.53,0,0,1,20
7,3,0,4,12.48,0,0,1,20
8,3,0,1,8.3,0,0,0,20
9,3,0,3,11.75,0,0,1,20
10,4,0,1,16.87,0,0,0,20
11,1,0,0,15.73,1,0,0,20
12,2,0,0,8.41,2,0,0,20
13,6,0,0,17.78,3,0,0,20
14,6,0,1,20.87,4,0,0,20
15,5,0,0,13.98,5,0,0,20
16,2,0,1,9.38,6,0,0,20
17,1,0,1,5.94,7,0,0,20
18,1,0,2,7.59,8,0,0,20
19,5,0,1,14.44,9,0,0,20
20,1,0,3,5.01,10,0,0,20
21,5,0,2,15.16,11,0,0,20
22,2,0,2,9.06,12,0,0,20
23,1,0,4,6.11,13,0,0,20
24,5,0,3,19.17,14,0,0,20
25,2,0,3,7.0,15,0,0,20
