idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,11.93,11.93,1,2,0,1,20,0,0,0
2,14.06,14.06,0,6,0,0,20,0,0,0
3,14.17,14.17,1,4,0,2,20,0,0,0
4,9.5,9.5,0,2,0,0,20,0,0,0
5,14.02,14.02,0,6,0,1,20,0,0,0
6,5.14,5.14,0,3,0,0,20,0,0,0
7,10.69,10.69,0,4,0,0,20,0,0,0
8,19.56,19.56,1,4,0,3,20,0,0,0
9,21.69,21.69,1,4,0,4,20,0,0,0
10,12.76,12.76,1,4,0,1,20,0,0,0
11,11.66,11.66,0,5,0,0,20,1,0,0
12,9.13,9.13,0,3,0,1,20,2,0,0
13,21.59,21.59,0,6,0,2,20,3,0,0
14,20.15,20.15,0,2,0,2,20,4,0,0
15,14.13,14.13,0,5,0,1,20,5,0,0
16,17.07,17.07,0,5,0,2,20,6,0,0
17,15.99,15.99,0,5,0,3,20,7,0,0
18,17.75,17.75,0,5,0,4,20,8,0,0
19,13.16,13.16,0,3,0,2,20,9,0,0
20,20.63,20.63,0,2,0,3,20,10,0,0
21,5.22,5.22,0,1,0,0,20,11,0,0
22,20.84,20.84,0,2,0,4,20,12,0,0
23,5.47,5.47,0,1,0,1,20,13,0,0
24,19.74,19.74,0,3,0,3,20,14,0,0
25,5.77,5.77,0,1,0,2,20,15,0,0
