idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,8.68,8.68,0,4,0,0,20,0,0,0
2,10.23,10.23,0,6,0,0,20,0,0,0
3,16.16,16.16,1,4,0,4,20,0,0,0
4,23.78,23.78,0,6,0,1,20,0,0,0
5,14.39,14.39,0,4,0,1,20,0,0,0
6,5.37,5.37,0,4,0,2,20,0,0,0
7,14.46,14.46,1,6,0,4,20,0,0,0
8,13.93,13.93,1,6,0,3,20,0,0,0
9,12.97,12.97,0,6,0,2,20,0,0,0
10,15.42,15.42,0,4,0,3,20,0,0,0
11,18.66,18.66,0,5,0,0,20,1,0,0
12,6.37,6.37,0,1,0,0,20,2,0,0
13,19.76,19.76,0,5,0,1,20,3,0,0
14,19.88,19.88,0,5,0,2,20,4,0,0
15,7.09,7.09,0,1,0,1,20,5,0,0
16,22.67,22.67,0,5,0,3,20,6,0,0
17,5.15,5.15,0,2,0,0,20,7,0,0
18,19.85,19.85,0,1,0,2,20,8,0,0
19,15.73,15.73,0,3,0,0,20,9,0,0
20,9.08,9.08,0,2,0,1,20,10,0,0
21,20.17,20.17,0,3,0,1,20,11,0,0
22,20.1,20.1,0,3,0,2,20,12,0,0
23,15.14,15.14,0,1,0,3,20,13,0,0
24,11.19,11.19,0,2,0,2,20,14,0,0
25,15.72,15.72,0,1,0,4,20,15,0,0
