idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,17.08,17.08,0,2,0,0,20,0,0,0
2,8.56,8.56,1,6,0,1,20,0,0,0
3,9.23,9.23,0,3,0,0,20,0,0,0
4,15.2,15.2,1,6,0,3,20,0,0,0
5,17.96,17.96,0,2,0,1,20,0,0,0
6,23.97,23.97,1,2,0,4,20,0,0,0
7,18.96,18.96,1,2,0,2,20,0,0,0
8,7.96,7.96,1,6,0,0,20,0,0,0
9,11.68,11.68,1,6,0,2,20,0,0,0
10,21.23,21.23,1,2,0,3,20,0,0,0
11,21.81,21.81,0,6,0,4,20,1,0,0
12,18.2,18.2,0,3,0,1,20,2,0,0
13,13.3,13.3,0,5,0,0,20,3,0,0
14,18.91,18.91,0,3,0,2,20,4,0,0
15,23.17,23.17,0,3,0,3,20,5,0,0
16,22.61,22.61,0,5,0,1,20,6,0,0
17,15.35,15.35,0,1,0,0,20,7,0,0
18,6.95,6.95,0,1,0,1,20,8,0,0
19,11.69,11.69,0,1,0,2,20,9,0,0
20,6.62,6.62,0,4,0,0,20,10,0,0
21,9.74,9.74,0,1,0,3,20,11,0,0
22,7.85,7.85,0,4,0,1,20,12,0,0
23,10.36,10.36,0,1,0,4,20,13,0,0
24,15.51,15.51,0,4,0,2,20,14,0,0
25,11.33,11.33,0,4,0,3,20,15,0,0
