idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,16.17,16.17,0,6,0,0,20,0,0,0
2,14.41,14.41,0,5,0,0,20,0,0,0
3,20.24,20.24,0,6,0,1,20,0,0,0
4,7.94,7.94,0,2,0,0,20,0,0,0
5,18.01,18.01,0,5,0,1,20,0,0,0
6,13.08,13.08,1,2,0,1,20,0,0,0
7,18.27,18.27,1,5,0,4,20,0,0,0
8,23.51,23.51,1,6,0,2,20,0,0,0
9,20.23,20.23,0,5,0,2,20,0,0,0
10,17.09,17.09,0,5,0,3,20,0,0,0
11,19.97,19.97,0,2,0,2,20,1,0,0
12,23.87,23.87,0,6,0,3,20,2,0,0
13,7.62,7.62,0,1,0,0,20,3,0,0
14,14.38,14.38,0,1,0,1,20,4,0,0
15,11.73,11.73,0,4,0,0,20,5,0,0
16,14.02,14.02,0,4,0,1,20,6,0,0
17,6.43,6.43,0,1,0,2,20,7,0,0
18,21.12,21.12,0,2,0,3,20,8,0,0
19,12.48,12.48,0,1,0,3,20,9,0,0
20,12.45,12.45,0,1,0,4,20,10,0,0
21,15.99,15.99,0,4,0,2,20,11,0,0
22,18.24,18.24,0,4,0,3,20,12,0,0
23,9.7,9.7,0,3,0,0,20,13,0,0
24,8.98,8.98,0,3,0,1,20,14,0,0
25,6.35,6.35,0,3,0,2,20,15,0,0
