idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,10.79,10.79,1,4,0,3,20,0,0,0
2,22.65,22.65,1,2,0,2,20,0,0,0
3,5.92,5.92,0,6,0,0,20,0,0,0
4,15.18,15.18,0,6,0,1,20,0,0,0
5,20.23,20.23,1,2,0,1,20,0,0,0
6,5.22,5.22,1,4,0,0,20,0,0,0
7,15.68,15.68,2,6,0,2,20,0,0,0
8,17.11,17.11,0,2,0,0,20,0,0,0
9,8.16,8.16,1,4,0,2,20,0,0,0
10,6.22,6.22,1,4,0,1,20,0,0,0
11,11.97,11.97,0,3,0,0,20,1,0,0
12,20.54,20.54,0,6,0,3,20,2,0,0
13,9.79,9.79,0,1,0,0,20,3,0,0
14,22.49,22.49,0,6,0,4,20,4,0,0
15,23.38,23.38,0,2,0,3,20,5,0,0
16,17.23,17.23,0,5,0,0,20,6,0,0
17,21.63,21.63,0,5,0,1,20,7,0,0
18,16.01,16.01,0,3,0,1,20,8,0,0
19,18.27,18.27,0,3,0,2,20,9,0,0
20,11.44,11.44,0,4,0,4,20,10,0,0
21,18.71,18.71,0,3,0,3,20,11,0,0
22,12.39,12.39,0,1,0,1,20,12,0,0
23,22.03,22.03,0,3,0,4,20,13,0,0
24,6.47,6.47,0,1,0,2,20,14,0,0
25,17.34,17.34,0,1,0,3,20,15,0,0
