idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,11.17,11.17,0,2,0,0,20,0,0,0
2,10.62,10.62,0,6,0,0,20,0,0,0
3,22.97,22.97,0,3,0,0,20,0,0,0
4,8.7,8.7,0,2,0,1,20,0,0,0
5,15.24,15.24,0,3,0,1,20,0,0,0
6,21.35,21.35,1,3,0,4,20,0,0,0
7,20.57,20.57,1,3,0,3,20,0,0,0
8,20.33,20.33,0,3,0,2,20,0,0,0
9,7.11,7.11,0,2,0,2,20,0,0,0
10,11.79,11.79,2,6,0,1,20,0,0,0
11,8.64,8.64,0,2,0,3,20,1,0,0
12,6.36,6.36,0,1,0,0,20,2,0,0
13,11.59,11.59,0,5,0,0,20,3,0,0
14,8.76,8.76,0,1,0,1,20,4,0,0
15,12.36,12.36,0,6,0,2,20,5,0,0
16,17.3,17.3,0,6,0,3,20,6,0,0
17,19.47,19.47,0,6,0,4,20,7,0,0
18,14.75,14.75,0,5,0,1,20,8,0,0
19,10.8,10.8,0,4,0,0,20,9,0,0
20,8.84,8.84,0,1,0,2,20,10,0,0
21,17.57,17.57,0,5,0,2,20,11,0,0
22,11.29,11.29,0,4,0,1,20,12,0,0
23,15.83,15.83,0,4,0,2,20,13,0,0
24,13.77,13.77,0,1,0,3,20,14,0,0
25,14.21,14.21,0,1,0,4,20,15,0,0
