idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,18.45,18.45,1,2,0,4,20,0,0,0
2,9.5,9.5,0,1,0,0,20,0,0,0
3,10.03,10.03,1,6,0,2,20,0,0,0
4,12.8,12.8,0,2,0,0,20,0,0,0
5,12.79,12.79,0,2,0,1,20,0,0,0
6,8.68,8.68,0,6,0,0,20,0,0,0
7,14.88,14.88,1,2,0,2,20,0,0,0
8,9.26,9.26,1,6,0,1,20,0,0,0
9,15.72,15.72,1,2,0,3,20,0,0,0
10,20.76,20.76,1,6,0,3,20,0,0,0
11,19.88,19.88,0,1,0,1,20,1,0,0
12,19.48,19.48,0,3,0,0,20,2,0,0
13,13.96,13.96,0,5,0,0,20,3,0,0
14,23.56,23.56,0,6,0,4,20,4,0,0
15,7.97,7.97,0,3,0,1,20,5,0,0
16,8.48,8.48,0,4,0,0,20,6,0,0
17,19.24,19.24,0,5,0,1,20,7,0,0
18,23.79,23.79,0,1,0,2,20,8,0,0
19,12.59,12.59,0,4,0,1,20,9,0,0
20,5.98,5.98,0,3,0,2,20,10,0,0
21,17.1,17.1,0,4,0,2,20,11,0,0
22,22.43,22.43,0,5,0,2,20,12,0,0
23,21.61,21.61,0,5,0,3,20,13,0,0
24,14.1,14.1,0,3,0,3,20,14,0,0
25,9.15,9.15,0,3,0,4,20,15,0,0
