idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,20.02,20.02,1,5,0,3,20,0,0,0
2,6.94,6.94,0,5,0,0,20,0,0,0
3,20.19,20.19,1,5,0,4,20,0,0,0
4,17.55,17.55,0,4,0,0,20,0,0,0
5,7.32,7.32,1,5,0,1,20,0,0,0
6,13.09,13.09,0,4,0,1,20,0,0,0
7,21.67,21.67,1,2,0,2,20,0,0,0
8,11.84,11.84,1,5,0,2,20,0,0,0
9,14.57,14.57,0,2,0,0,20,0,0,0
10,20.91,20.91,0,2,0,1,20,0,0,0
11,17.43,17.43,0,6,0,0,20,1,0,0
12,17.0,17.0,0,6,0,1,20,2,0,0
13,8.92,8.92,0,1,0,0,20,3,0,0
14,10.2,10.2,0,3,0,0,20,4,0,0
15,21.71,21.71,0,6,0,2,20,5,0,0
16,12.93,12.93,0,3,0,1,20,6,0,0
17,22.2,22.2,0,6,0,3,20,7,0,0
18,18.56,18.56,0,4,0,2,20,8,0,0
19,13.74,13.74,0,3,0,2,20,9,0,0
20,17.78,17.78,0,3,0,3,20,10,0,0
21,14.85,14.85,0,1,0,1,20,11,0,0
22,22.62,22.62,0,6,0,4,20,12,0,0
23,7.6,7.6,0,1,0,2,20,13,0,0
24,7.78,7.78,0,1,0,3,20,14,0,0
25,15.21,15.21,0,1,0,4,20,15,0,0
