idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,23.89,23.89,1,5,0,4,20,0,0,0
2,9.91,9.91,1,3,0,1,20,0,0,0
3,21.22,21.22,1,3,0,4,20,0,0,0
4,21.71,21.71,0,5,0,0,20,0,0,0
5,8.98,8.98,1,3,0,0,20,0,0,0
6,14.15,14.15,0,5,0,1,20,0,0,0
7,20.11,20.11,0,5,0,2,20,0,0,0
8,11.45,11.45,0,5,0,3,20,0,0,0
9,18.79,18.79,1,3,0,3,20,0,0,0
10,15.07,15.07,1,3,0,2,20,0,0,0
11,23.18,23.18,0,1,0,0,20,1,0,0
12,19.3,19.3,0,2,0,0,20,2,0,0
13,9.16,9.16,0,2,0,1,20,3,0,0
14,15.05,15.05,0,2,0,2,20,4,0,0
15,18.95,18.95,0,2,0,3,20,5,0,0
16,11.76,11.76,0,4,0,0,20,6,0,0
17,8.26,8.26,0,6,0,0,20,7,0,0
18,18.76,18.76,0,4,0,1,20,8,0,0
19,5.47,5.47,0,1,0,1,20,9,0,0
20,14.31,14.31,0,6,0,1,20,10,0,0
21,19.11,19.11,0,2,0,4,20,11,0,0
22,8.79,8.79,0,1,0,2,20,12,0,0
23,6.49,6.49,0,1,0,3,20,13,0,0
24,8.63,8.63,0,1,0,4,20,14,0,0
25,21.15,21.15,0,4,0,2,20,15,0,0
