idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,5.65,5.65,0,3,0,0,20,0,0,0
2,5.78,5.78,0,3,0,1,20,0,0,0
3,9.24,9.24,1,3,0,2,20,0,0,0
4,11.98,11.98,0,2,0,0,20,0,0,0
5,18.08,18.08,0,2,0,1,20,0,0,0
6,17.74,17.74,1,3,0,4,20,0,0,0
7,12.43,12.43,1,3,0,3,20,0,0,0
8,19.55,19.55,0,2,0,2,20,0,0,0
9,21.88,21.88,1,1,0,1,20,0,0,0
10,20.23,20.23,0,1,0,0,20,0,0,0
11,6.09,6.09,0,4,0,0,20,1,0,0
12,9.12,9.12,0,4,0,1,20,2,0,0
13,19.81,19.81,0,2,0,3,20,3,0,0
14,6.2,6.2,0,5,0,0,20,4,0,0
15,19.34,19.34,0,4,0,2,20,5,0,0
16,13.17,13.17,0,6,0,0,20,6,0,0
17,12.07,12.07,0,5,0,1,20,7,0,0
18,13.72,13.72,0,4,0,3,20,8,0,0
19,13.49,13.49,0,5,0,2,20,9,0,0
20,5.72,5.72,0,6,0,1,20,10,0,0
21,14.73,14.73,0,4,0,4,20,11,0,0
22,22.94,22.94,0,1,0,2,20,12,0,0
23,18.24,18.24,0,6,0,2,20,13,0,0
24,16.43,16.43,0,5,0,3,20,14,0,0
25,12.87,12.87,0,5,0,4,20,15,0,0
