idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,13.42,13.42,0,5,0,0,20,0,0,0
2,6.79,6.79,0,6,0,0,20,0,0,0
3,23.93,23.93,1,5,0,2,20,0,0,0
4,13.51,13.51,0,3,0,0,20,0,0,0
5,7.39,7.39,0,3,0,1,20,0,0,0
6,13.33,13.33,0,6,0,1,20,0,0,0
7,11.02,11.02,1,6,0,4,20,0,0,0
8,18.38,18.38,0,6,0,2,20,0,0,0
9,12.31,12.31,0,5,0,1,20,0,0,0
10,10.88,10.88,0,6,0,3,20,0,0,0
11,12.02,12.02,0,2,0,0,20,1,0,0
12,22.38,22.38,0,2,0,1,20,2,0,0
13,8.62,8.62,0,1,0,0,20,3,0,0
14,17.6,17.6,0,1,0,1,20,4,0,0
15,22.63,22.63,0,2,0,2,20,5,0,0
16,11.22,11.22,0,1,0,2,20,6,0,0
17,12.97,12.97,0,1,0,3,20,7,0,0
18,15.24,15.24,0,4,0,0,20,8,0,0
19,19.95,19.95,0,4,0,1,20,9,0,0
20,17.95,17.95,0,2,0,3,20,10,0,0
21,10.61,10.61,0,3,0,2,20,11,0,0
22,10.89,10.89,0,3,0,3,20,12,0,0
23,21.7,21.7,0,2,0,4,20,13,0,0
24,23.25,23.25,0,4,0,2,20,14,0,0
25,12.32,12.32,0,3,0,4,20,15,0,0
