idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,18.29,0,0,0,20
2,1,0,1,11.16,0,0,1,20
3,6,0,0,6.06,0,0,0,20
4,6,0,4,23.04,0,0,1,20
5,5,0,1,12.14,0,0,0,20
6,1,0,0,5.17,0,0,1,20
7,5,0,2,19.68,0,0,1,20
8,6,0,2,20.54,0,0,1,20
9,6,0,3,21.03,0,0,1,20
10,6,0,1,17.82,0,0,1,20
11,1,0,2,13.08,1,0,0,20
12,2,0,0,6.2,2,0,0,20
13,5,0,3,20.8,3,0,0,20
14,4,0,0,10.18,4,0,0,20
15,1,0,3,19.77,5,0,0,20
16,4,0,1,10.2,6,0,0,20
17,4,0,2,14.77,7,0,0,20
18,2,0,1,8.02,8,0,0,20
19,2,0,2,10.96,9,0,0,20
20,5,0,4,21.63,10,0,0,20
21,4,0,3,16.02,11,0,0,20
22,3,0,0,9.12,12,0,0,20
23,4,0,4,18.48,13,0,0,20
24,2,0,3,13.04,14,0,0,20
25,3,0,1,10.72,15,0,0,20
